Pointwise Variance X,Pointwise Variance Y,Pointwise Variance Z
0.0349573353319812,0.003828678030848773,0.02032491811994964
0.03494868583176021,0.004042305458224698,0.02139878408084918
0.034658918144622006,0.0007725543100228986,0.006266653119646588
0.034650305644540046,0.0008701129127324798,0.00684264924307947
0.03464169421466422,0.0009734706745051923,0.0045438389279580495
0.03462447456552029,0.0011975836752653474,0.008708591547515467
0.034615866346262986,0.0013183389142454264,0.0045109742489648375
0.034607259197206405,0.0014448933123042107,0.00992180995525582
0.03459865311835601,0.001577246869428906,0.008507736351928797
0.03459004810971177,0.0017153995856226283,0.008574569311078008
0.034581444171273644,0.0018593514608859147,0.009492719661344542
0.03457284130304711,0.0020091024952148535,0.008014963009777835
0.034564239505032075,0.0021646526886231095,0.0069105990734085595
0.03455563877721247,0.0023260020410906827,0.010126304915392782
0.034538440532191704,0.0026660982232452886,0.006306013571712332
0.03452984301499589,0.002844845052927675,0.01019238481454485
0.034512651191212086,0.0032197361895015437,0.010036735889256075
0.034504056884634766,0.00341588049639259,0.008171567577956342
0.03449546364826896,0.003617823962352934,0.00660006695386008
0.0344782803861344,0.004039108371484335,0.013100662756535656
0.03446969036038173,0.0042584493146547685,0.013380058121475318
0.03431891336125006,4.96169375603957e-06,0.005192450289522104
0.03431034321232439,1.5447267141475553e-05,0.009875300476367938
0.034301774133604905,3.173199959639215e-05,0.006522355443314994
0.03429320612508618,5.381589112098033e-05,0.006709015508531165
0.03428463918678438,8.169894171649226e-05,0.0055812610944485815
0.0342589447930917,0.00020014304791664614,0.00592129069062088
0.034250382135611844,0.00025122273479019326,0.007606903751671907
0.03424182054833811,0.00030810158073125076,0.004161851950318357
0.03422470058439576,0.0004392567498283093,0.006718492903979403
0.03421614220774319,0.0005135330729806606,0.007308945728555832
0.03420758490129139,0.0005936085552003874,0.004589698049182888
0.03419047349900097,0.0007711569968522712,0.0034746236352204154
0.034181919403170336,0.0008686299562871203,0.0022483301193758753
0.03417336637754052,0.0009719020747850575,0.008106019766201698
0.03416481442211684,0.0010809733523554927,0.0025982625743449323
0.03415626353690465,0.0011958437889959066,0.0020547066565117086
0.03406227443314776,0.0028421630906352337,0.01420795671120505
0.034053736390401476,0.0030266234361108124,0.015340668860703255
0.034045199417872006,0.0032168829406591247,0.011805355142007435
0.034036663515537996,0.0034129416042753733,0.010077632907233179
0.034028128683420845,0.0036147994269615648,0.021707334713784297
0.03401959492149922,0.003822456408717506,0.019990269471810537
0.03401106222979167,0.004035912549543873,0.021054419640874053
0.03400253060828501,0.004255167849438835,0.026795245071155053
0.03399400005699245,0.004480222308395538,0.01835925011701856
0.0339854705758954,0.004711075926446355,0.018517253502038304
0.03397694216501522,0.004947728703528057,0.02056226726009348
0.03396841482433316,0.005190180639717431,0.014684680595864977
0.03395988855385992,0.005438431734951424,0.023146668646290038
0.033951363353590114,0.005692481989267231,0.020380030131657286
0.033942839223529205,0.005952331402659567,0.013144324187504995
0.03393431616367709,0.0062179799750958316,0.019962990610737513
0.033925794174020495,0.006489427706628459,0.030926159173838882
0.03391727325458069,0.006766674597217565,0.030042640673234998
0.033908753405349726,0.007049720646882337,0.033720802079726706
0.03390023462631694,0.007338565855602712,0.04487867472015515
0.033891716917487644,0.007633210223415087,0.03179380745329358
0.03388320027887243,0.00793365375028539,0.021885402299398022
0.0338746847104634,0.008239896436229988,0.026412220485187533
0.03393795624914847,0.00021980474223522178,0.0065626978518193956
0.033929433802404575,0.0001722130816502353,0.0043695673654404014
0.033920912425877525,0.00013042058013271695,0.00405271812543623
0.03391239211954864,9.442723768540172e-05,0.004942252225689357
0.033903872883439226,6.423305430804724e-05,0.0067215340405714355
0.03389535471753068,3.9838029999998146e-05,0.0044909497377028495
0.03388683762182292,2.1242164761794497e-05,0.005975555732405264
0.033691239797497205,0.001194105167525139,0.003162619057404283
0.0336403073860376,0.0020045962681774472,0.01926801432969509
0.03363182239652254,0.002159975175035647,0.02757235810662861
0.03361485562810023,0.002488130465946088,0.021263032867908198
0.03359789314049194,0.002839482393141968,0.009681167434503065
0.033589413502010244,0.003023857095342771,0.008619380395168628
0.033580934933729434,0.0032140309566165083,0.007284449240159007
0.0335724574356442,0.0034100039769575648,0.010501276553692184
0.03355550565011073,0.003819347494850347,0.014975740833540297
0.03354703136265193,0.0040327179924014795,0.012733769170798865
0.03353855814539662,0.004251887649022126,0.02347711518270517
0.033530085998352735,0.004476856464704779,0.016170789633672546
0.033521614921515036,0.004707624439480327,0.017897688631308917
0.033513144914878175,0.004944191573287523,0.02208164802956653
0.03350467597845279,0.005186557866200564,0.019241081952468774
0.033496208112228254,0.005434723318162426,0.02564444530803982
0.0334877413162125,0.005688687929201855,0.022515448115569024
0.03347927559040293,0.005948451699317736,0.020244206712996714
0.03347081093479949,0.006214014628480896,0.020887607628353577
0.03346234734940488,0.006485376716737575,0.019054803265469253
0.033453884834211134,0.006762537964054257,0.020074152297574355
0.03344542338922884,0.007045498370441849,0.019046062030879916
0.0334369630144474,0.007334257935887427,0.01797304102370795
0.033428503709866816,0.007628816660426891,0.015223377922905951
0.03342004547550035,0.007929174544022428,0.00973428951533319
0.03341158831134534,0.008235331586690951,0.008113255937393449
0.03340313221738849,0.0085472877884139,0.011542105753952394
0.03339467719364317,0.008865043149231975,0.01264141540299023
0.033386223240096,0.009188597669097355,0.015897390632428076
0.03368637495485897,0.003297210334726919,0.012231168638496302
0.03366090577255953,0.002736638970127902,0.017714902384491468
0.0336524181855422,0.002561380166732529,0.00868675407828019
0.03363544622212605,0.0022282600371551975,0.010662964705755873
0.033618478539513316,0.0019183365438469424,0.011186105425081218
0.03360999630353476,0.0017720735357991376,0.006822051095560132
0.033229403347377756,0.0011923678108532341,0.005222845746767125
0.03319567774258811,0.0017091560019128784,0.010366368504210783
0.033187249016909406,0.0018528509473519704,0.008101448463319477
0.03317882136142893,0.0020023450518567394,0.006473421659877602
0.03317039477616251,0.0021576383154404822,0.00672336001148821
0.033161969261096984,0.0023187307380833763,0.005692003717397084
0.033153544816242914,0.002485622319800646,0.007725389616865896
0.03314512144158972,0.002658313060589649,0.004822563626167443
0.03313669913714529,0.0028368029604476943,0.008261788423651639
0.03312827790290436,0.003021092019373917,0.005717702235409717
0.03311985773887225,0.00321118023737288,0.0046257342776285905
0.03311143864504897,0.003407067614438741,0.010617857404509287
0.033103020621426546,0.003608754150575368,0.011561178602242128
0.03309460366801816,0.0038162398457817336,0.01030480975374256
0.03308618778480807,0.004029524700058302,0.006925854330961833
0.03307777297180937,0.0042486087134044025,0.008759847023320493
0.03306094655641993,0.004704174217312301,0.0062445028027020765
0.03305253495403705,0.004940655707844451,0.01222812293864526
0.03304412442185773,0.005182936357484768,0.012226453571281397
0.03303571495988718,0.005431016166170275,0.01194631467335301
0.03302730656812544,0.005684895133934374,0.008157439376525709
0.03301049299520989,0.006210050546664947,0.006701647826503337
0.033002087814063975,0.006481326991647427,0.008217933740446453
0.03299368370312945,0.006758402595689355,0.004536477040515614
0.03298528066239323,0.007041277358801572,0.00611437208203061
0.032976878691871034,0.007329951280973612,0.005137293693108568
0.03296847779154449,0.007624424362236417,0.00730466446359888
0.03296007796142935,0.007924696602557174,0.0032215684198411425
0.03295167920151777,0.008230768001950887,0.003657255668502276
0.032943281511814956,0.00854263856040173,0.0127004640615642
0.0333173989252367,0.0058030046409701,0.012768441703416254
0.033308954759579276,0.0055464719673234035,0.004764885629526649
0.033300511664127994,0.005295738452746451,0.011029806011477388
0.03329206963889604,0.005050804097238724,0.014853176560897947
0.0332836286838518,0.004811668900802264,0.00847258429972204
0.033275188799026884,0.004578332863432075,0.012249930701519264
0.03326674998439761,0.004350795985144148,0.008549827305547002
0.03325831223998237,0.004129058265908027,0.006006079439635339
0.03324987556576806,0.003913119705749283,0.006766617076419191
0.033241439961762514,0.0037029803046607383,0.00978309571532699
0.03323300542796309,0.0034986400626419185,0.009166610302925187
0.03320770824779659,0.0029204142910091145,0.00725381401573451
0.03280426329754188,0.0007669726461344595,0.011252648298204722
0.032795884414457396,0.0008641886757449643,0.012781806419160009
0.032787506601594754,0.0009672038644182921,0.003989813909563428
0.03277912985891996,0.0010760182121646133,0.00820673143049253
0.03277075418646437,0.0011906317189806276,0.008472325023315509
0.0327623795842019,0.0013110443848614818,0.0035050612536725377
0.03275400605215083,0.0014372562098210724,0.007272941690025479
0.032745633590311136,0.001569267193846434,0.011061795143173302
0.0327372621986802,0.0017070773369408834,0.009334479848253092
0.0327288918772554,0.0018506866391056606,0.006703527291947542
0.0327205226260237,0.0020000951003353393,0.006383383087879528
0.03271215444500602,0.002155302720644303,0.007262278140849443
0.03270378733418928,0.002316309500012594,0.006618753638278133
0.03269542129359175,0.0024831154384550944,0.0100315430863515
0.03268705632318989,0.002655720535969322,0.005944001181341466
0.03267869242299943,0.0028341247925524017,0.007675308761569144
0.0326703295930047,0.0030183282082036486,0.006279948964823493
0.03266196783322655,0.003208330782927417,0.006827251980520487
0.032653607143654596,0.0034041325167191174,0.007748506464192803
0.03264524752428352,0.003605733409580746,0.008566364884039597
0.032636888975118634,0.0038131334615132233,0.0065568038781554025
0.032628531496167706,0.00402633267251434,0.006834572660652666
0.03262017508741776,0.0042453310425854245,0.0050264141031083325
0.032611819748863506,0.004470128571718034,0.004511548245240877
0.03259511228240217,0.0049371211072018915,0.005481123644587247
0.03258676015447419,0.005179316113566397,0.005137822310086129
0.03257840909675765,0.0054273102789776494,0.007225570712194779
0.03257005910924462,0.005681103603467507,0.005816188035953894
0.03256171019193771,0.005940696087034935,0.008373823921302807
0.03255336234483701,0.006206087729647417,0.002228801275687092
0.032545015567937235,0.0064772785313556925,0.003399827337384881
0.03253666986125404,0.00675426849212164,0.006652651218025782
0.03252832522476659,0.007037057611959662,0.003402897613754572
0.032519981658495706,0.00732564589085692,0.0028239439064192463
0.032511639162417956,0.007620033328846191,0.004131033079268115
0.032503297736556774,0.007920219925890893,0.0031498697632374676
0.03249495738089654,0.008226205682009824,0.002928135621851385
0.032478279880207586,0.008855574671453724,0.0040022240877081415
0.032469942735163175,0.009178957904767504,0.007076297251730024
0.03296725306428351,0.009670598222070483,0.012775961508969107
0.03295045478632533,0.009012382611483055,0.009513114364942944
0.03294205725264893,0.008691973544796677,0.006602400038713469
0.03292526539592766,0.008068552888629692,0.008384019850012995
0.03291687107287235,0.007765541299149828,0.005390744808284404
0.03290847782001792,0.007468328868739737,0.006744842741881759
0.032900085637382774,0.007176915597400642,0.016360800317210825
0.0328833044827231,0.006611486531929818,0.009497793797642885
0.032481841018204866,1.7984433426133658e-07,0.001520519314559335
0.03247350341607846,4.523685550290096e-06,0.0011039380381845656
0.03246516688415042,1.466668583659434e-05,0.001658945060591924
0.03245683142243633,3.0608845192389996e-05,0.0010204707101555833
0.032423500277644096,0.0001523690733127388,0.0034955877145586302
0.032415170166963346,0.0001973070280170606,0.004521475862239681
0.03240684112647842,0.00024804414179147434,0.008467325041613492
0.03239851315620998,0.0003045804146334555,0.012761473629051135
0.03238186042628907,0.00043505043753223335,0.00689855634277442
0.03237353566663391,0.0005089841875855461,0.006789850420793066
0.032365211977182326,0.0005887170967060816,0.004031196532511324
0.032356889357949906,0.0006742491648980437,0.006743512399120737
0.03234856780891064,0.0007655803921597788,0.008762476959898999
0.03234024733008275,0.0008627107784953404,0.015088097295718594
0.03233192792145319,0.0009656403238941607,0.01089071273309381
0.032323609583045414,0.0010743690283655301,0.015569512714214504
0.03231529231484115,0.0011888968919067577,0.018543496197998666
0.032306976116837895,0.0013092239145127656,0.007031182266454511
0.032298660989035534,0.0014353500961977732,0.0033425171194258556
0.03229034693144717,0.0015672754369484988,0.0052634549592167
0.03228203394405975,0.0017049999367684742,0.003517623062826369
0.03227372202688632,0.0018485235956578676,0.003825538949576111
0.032265411179913786,0.001997846413612929,0.0018692633828131272
0.03225710140314226,0.002152968390646776,0.0028404075706846403
0.032248792696576864,0.0023138895267404533,0.004706463510536788
0.03224048506022803,0.0024806098219087064,0.006828536278951249
0.03223217849407496,0.0026531292761476115,0.0019238197560755483
0.032223872998135866,0.0028314478894555244,0.0028478418366190777
0.03221556857239769,0.0030155656618325714,0.003548859071070739
0.0322072652168683,0.0032054825932817618,0.0028610502864477544
0.032198962931545054,0.0034011986837988975,0.003720193424527422
0.03219066171642793,0.003602713933385764,0.003312168642269652
0.03218236157151701,0.0038100283420423567,0.00321963276761198
