X,Y,Z
158.57648751999997,849.8958564472482,1.158904143636472
158.57648751999997,850.3023941186576,1.0547771446754703
158.57648751999997,851.1154694614763,1.1123702078787927
158.57648751999997,851.5220071328857,1.203935241060055
158.57648751999997,852.3350824757046,1.3253960246844985
158.57648751999997,852.741620147114,1.1298086673286292
158.57648751999997,853.1481578185234,1.0365091102776711
158.57648751999997,853.5546954899328,0.9247067442667496
158.57648751999997,854.3677708327515,1.0025976842822244
158.57648751999997,854.7743085041609,1.4451786527731003
158.77850191765884,848.2697057616106,1.1731549072784373
158.77850191765884,848.67624343302,1.2399967415516269
158.77850191765884,849.0827811044294,1.2544710097896683
158.77850191765884,849.4893187758388,1.4384628438920288
158.77850191765884,849.8958564472482,1.7276987709775629
158.77850191765884,850.3023941186576,1.3591268618229544
158.77850191765884,850.7089317900669,1.4378522514552163
158.77850191765884,851.1154694614763,1.439858538742047
158.77850191765884,851.5220071328857,1.6655951864551477
158.77850191765884,851.9285448042951,1.67281859877573
158.77850191765884,852.3350824757046,1.6077376287490228
158.77850191765884,852.741620147114,1.5414857165019258
158.77850191765884,853.1481578185234,1.6294956580806204
158.77850191765884,853.5546954899328,1.491168920960354
158.77850191765884,853.9612331613421,1.3621018532547726
158.77850191765884,854.3677708327515,1.422520214261798
158.77850191765884,854.7743085041609,1.3392568410256835
158.77850191765884,855.1808461755703,1.2593763135138536
158.77850191765884,855.5873838469797,1.1593015164201943
158.9805163153177,846.2370174045636,0.8994842697082772
158.9805163153177,846.643555075973,1.0764738936188594
158.9805163153177,847.0500927473825,1.0862700661839877
158.9805163153177,847.4566304187919,1.2051740696936537
158.9805163153177,847.8631680902012,1.7476690096422347
158.9805163153177,848.2697057616106,1.5249693774915445
158.9805163153177,848.67624343302,1.908435703689824
158.9805163153177,849.0827811044294,1.8784822581722544
158.9805163153177,849.4893187758388,2.0647368825046724
158.9805163153177,849.8958564472482,2.48815617187556
158.9805163153177,850.3023941186576,2.1379596767632423
158.9805163153177,850.7089317900669,2.3115120427693063
158.9805163153177,851.1154694614763,2.601613591454897
158.9805163153177,851.5220071328857,2.51690863431376
158.9805163153177,851.9285448042951,2.6337059898970403
158.9805163153177,852.3350824757046,2.440137445688958
158.9805163153177,852.741620147114,2.346372274802845
158.9805163153177,853.1481578185234,2.4893874185347187
158.9805163153177,853.9612331613421,2.3072943159428765
158.9805163153177,854.3677708327515,2.0587531537701302
158.9805163153177,854.7743085041609,1.860205691314558
158.9805163153177,855.1808461755703,1.6285543716872972
158.9805163153177,855.5873838469797,1.5413370835190034
158.9805163153177,855.9939215183891,1.382047111416091
158.9805163153177,856.4004591897985,1.1995764380549787
158.9805163153177,856.8069968612078,1.338023416286369
158.9805163153177,857.2135345326172,1.1841711364448018
159.18253071297656,845.8304797331542,1.2075220528381334
159.18253071297656,846.2370174045636,1.208270143502214
159.18253071297656,846.643555075973,1.680170802080766
159.18253071297656,847.0500927473825,1.7044480020656032
159.18253071297656,847.4566304187919,1.8931789520650075
159.18253071297656,847.8631680902012,2.5092631043428524
159.18253071297656,848.2697057616106,2.3113415293338244
159.18253071297656,848.67624343302,2.8972550659645786
159.18253071297656,849.0827811044294,2.977961218377482
159.18253071297656,849.4893187758388,3.047294115718965
159.18253071297656,849.8958564472482,3.466046785484973
159.18253071297656,850.3023941186576,3.2229739322636606
159.18253071297656,850.7089317900669,4.109512341829568
159.18253071297656,851.1154694614763,3.707578118434423
159.18253071297656,851.5220071328857,3.5786476403084944
159.18253071297656,851.9285448042951,3.958721245199877
159.18253071297656,852.3350824757046,3.656902862632701
159.18253071297656,852.741620147114,3.3388653138082702
159.18253071297656,853.1481578185234,3.5791551138103976
159.18253071297656,853.5546954899328,3.5989118449871382
159.18253071297656,853.9612331613421,3.2596918194068194
159.18253071297656,854.3677708327515,3.156160259366838
159.18253071297656,854.7743085041609,2.7765314312760867
159.18253071297656,855.1808461755703,2.492765938532963
159.18253071297656,855.5873838469797,2.782662176978005
159.18253071297656,855.9939215183891,2.211281952602184
159.18253071297656,856.4004591897985,1.891411917555196
159.18253071297656,856.8069968612078,1.6513738420572075
159.18253071297656,857.2135345326172,1.3942417544536112
159.18253071297656,857.6200722040267,1.3077817448690672
159.18253071297656,858.0266098754361,0.9931075694823271
159.18253071297656,858.4331475468455,1.1755659682241026
159.38454511063543,844.610866718926,0.9287377135170976
159.38454511063543,845.0174043903354,0.9373758881257388
159.38454511063543,845.4239420617448,1.196166055548633
159.38454511063543,845.8304797331542,1.7908151754856565
159.38454511063543,846.2370174045636,1.6970703337146895
159.38454511063543,846.643555075973,2.564033232953637
159.38454511063543,847.0500927473825,2.724068642059012
159.38454511063543,847.4566304187919,2.884003139599172
159.38454511063543,847.8631680902012,3.516124719640604
159.38454511063543,848.2697057616106,3.444623833378819
159.38454511063543,848.67624343302,3.987458446623292
159.38454511063543,849.0827811044294,4.014775932065019
159.38454511063543,849.4893187758388,4.217250421562111
159.38454511063543,849.8958564472482,4.686598007414788
159.38454511063543,850.3023941186576,4.504652001155811
159.38454511063543,850.7089317900669,5.001661834847339
159.38454511063543,851.1154694614763,4.8655873087147405
159.38454511063543,851.5220071328857,4.169371355823799
159.38454511063543,851.9285448042951,5.020344123301011
159.38454511063543,852.3350824757046,4.925701586426738
159.38454511063543,852.741620147114,4.481394988590409
159.38454511063543,853.1481578185234,4.082452238781768
159.38454511063543,853.5546954899328,4.610330482160681
159.38454511063543,853.9612331613421,4.137673398485741
159.38454511063543,854.3677708327515,4.171927363342402
159.38454511063543,854.7743085041609,3.638907255858401
159.38454511063543,855.1808461755703,3.4332915376550446
159.38454511063543,855.5873838469797,3.734769959491752
159.38454511063543,855.9939215183891,3.091972480016722
159.38454511063543,856.4004591897985,2.845518275380834
159.38454511063543,856.8069968612078,2.3936649332616957
159.38454511063543,857.2135345326172,2.008188484586139
159.38454511063543,857.6200722040267,1.8555577519588309
159.38454511063543,858.0266098754361,1.5012567998815218
159.38454511063543,858.4331475468455,1.3303472466547284
159.38454511063543,858.8396852182549,1.115171379689292
159.38454511063543,859.2462228896643,1.1489761708176316
159.5865595082943,844.2043290475167,1.0605263121169104
159.5865595082943,844.610866718926,1.2562714414839422
159.5865595082943,845.0174043903354,1.7851490312053364
159.5865595082943,845.4239420617448,1.7415598763879114
159.5865595082943,845.8304797331542,2.6727329960364097
159.5865595082943,846.2370174045636,2.762964808773994
159.5865595082943,846.643555075973,3.407615999868175
159.5865595082943,847.0500927473825,4.051615429631996
159.5865595082943,847.4566304187919,4.169318379490031
159.5865595082943,847.8631680902012,4.7185080624260864
159.5865595082943,848.2697057616106,4.548546575457296
159.5865595082943,848.67624343302,4.936540121804316
159.5865595082943,849.0827811044294,5.101971817756877
159.5865595082943,849.4893187758388,5.054199522291328
159.5865595082943,849.8958564472482,5.454792709873759
159.5865595082943,850.3023941186576,5.271121218143925
159.5865595082943,850.7089317900669,5.709886392614418
159.5865595082943,851.1154694614763,5.586885830650827
159.5865595082943,851.5220071328857,5.880170638278611
159.5865595082943,851.9285448042951,6.189581391503477
159.5865595082943,852.3350824757046,6.004795790982651
159.5865595082943,852.741620147114,5.631090734822381
159.5865595082943,853.1481578185234,5.819186195140043
159.5865595082943,853.5546954899328,5.740251171092081
159.5865595082943,853.9612331613421,5.479520768808666
159.5865595082943,854.3677708327515,5.53901275640383
159.5865595082943,854.7743085041609,4.951732845925525
159.5865595082943,855.1808461755703,4.593031715934026
159.5865595082943,855.5873838469797,5.008180098866172
159.5865595082943,855.9939215183891,3.8561533937481984
159.5865595082943,856.4004591897985,3.774315529340947
159.5865595082943,856.8069968612078,3.489796225150635
159.5865595082943,857.2135345326172,3.0831017888735714
159.5865595082943,857.6200722040267,2.788643390634596
159.5865595082943,858.0266098754361,2.368533941282984
159.5865595082943,858.4331475468455,1.9739451959420515
159.5865595082943,858.8396852182549,1.7009472775463166
159.5865595082943,859.2462228896643,1.4545421348380536
159.5865595082943,859.6527605610736,1.4243102907919951
159.5865595082943,860.059298232483,1.1681252740201036
159.78857390595314,843.3912537046979,1.1510190513235317
159.78857390595314,843.7977913761073,1.5318804091079254
159.78857390595314,844.2043290475167,1.3688504259217402
159.78857390595314,844.610866718926,2.064196292880752
159.78857390595314,845.0174043903354,2.9043287040816854
159.78857390595314,845.4239420617448,3.077468630179999
159.78857390595314,845.8304797331542,3.63779091002043
159.78857390595314,846.2370174045636,4.166314483011904
159.78857390595314,846.643555075973,4.455975542418551
159.78857390595314,847.0500927473825,5.036127138503593
159.78857390595314,847.4566304187919,5.329670264577279
159.78857390595314,847.8631680902012,5.424870577915997
159.78857390595314,848.2697057616106,5.39173197273011
159.78857390595314,848.67624343302,5.629425382902855
159.78857390595314,849.0827811044294,6.008236577847624
159.78857390595314,849.4893187758388,6.3254463453321765
159.78857390595314,849.8958564472482,6.220110369432215
159.78857390595314,850.3023941186576,6.911562244175667
159.78857390595314,850.7089317900669,6.80812743560869
159.78857390595314,851.1154694614763,6.7329965145590265
159.78857390595314,851.5220071328857,6.890548419092407
159.78857390595314,851.9285448042951,6.969767927395536
159.78857390595314,852.3350824757046,6.953090030905123
159.78857390595314,852.741620147114,6.4986333592005705
159.78857390595314,853.1481578185234,6.742535186504189
159.78857390595314,853.5546954899328,6.439354680906795
159.78857390595314,853.9612331613421,5.993008450907783
159.78857390595314,854.3677708327515,5.960737592850244
159.78857390595314,854.7743085041609,5.937777034118372
159.78857390595314,855.1808461755703,5.699897358462997
159.78857390595314,855.5873838469797,5.605420600680435
159.78857390595314,855.9939215183891,4.801128937998843
